search_term	db_term	search_field
Jiang2018multi	Jiang2018multi	paper_name
Jin	Jin	first_author
Jin2013high	Jin2013high	paper_name
Jin2014chem	Jin2014chem	paper_name
Johnson	Johnson	first_author
Johnson2017biotin	Johnson2017biotin	paper_name
Johnston	Johnston	first_author
Johnston2020nascent	Johnston2020nascent	paper_name
Johnstone	Johnstone	last_author
Jones	Jones	first_author
Jones	Jones	last_author
Jones2023unpublished	Jones2023unpublished	paper_name
Jonkers	Jonkers	first_author
Jonkers2014genome	Jonkers2014genome	paper_name
Judd	Judd	first_author
Judd2020unpublished	Judd2020unpublished	paper_name
Judd2021pioneer	Judd2021pioneer	paper_name
Jung	Jung	last_author
Jurkat T cell	Jurkat T cell	cell_type
Jurkat T-cell	Jurkat T cell	cell_type
K-12	K-12	strain
K-562	K562	cell_type
K562	K562	cell_type
KBM-7	KBM7	cell_type
KBM7	KBM7	cell_type
KCl	KCl	treatment
KL-1	KL-1	treatment
KL-2	KL-2	treatment
KLA	Kdo2-Lipid A	treatment
KM-05283	KM05283	treatment
KM05283	KM05283	treatment
Kadonaga	Kadonaga	last_author
Kaikkonen	Kaikkonen	first_author
Kaikkonen	Kaikkonen	last_author
Kaikkonen2013remodeling	Kaikkonen2013remodeling	paper_name
Kaikkonen2014control	Kaikkonen2014control	paper_name
Kaikkonen2017genome	Kaikkonen2017genome	paper_name
Kalmykova	Kalmykova	last_author
Kantidakis	Kantidakis	first_author
Kantidakis2016mutation	Kantidakis2016mutation	paper_name
Kapiloff	Kapiloff	last_author
Kasumi	Kasumi-1	cell_type
Kasumi 1	Kasumi-1	cell_type
Kasumi-1	Kasumi-1	cell_type
Kdm1a +/gene trap	Kdm1a +/gene trap	genotype
Kdm2a H212A HA-tag (stable)	Kdm2a H212A HA-tag (stable)	genotype
Kdm2a HA-tag (stable)	Kdm2a HA-tag (stable)	genotype
Kdo2-Lipid A	Kdo2-Lipid A	treatment
Kelly	Kelly	first_author
Kelly2020unpublished	Kelly2020unpublished	paper_name
Khodor	Khodor	first_author
Khodor2011nascent	Khodor2011nascent	paper_name
Kim	Kim	first_author
Kim	Kim	last_author
Kim2018pluripotency	Kim2018pluripotency	paper_name
Kloetgen	Kloetgen	first_author
Kloetgen2020three	Kloetgen2020three	paper_name
Komarov	Komarov	first_author
Komarov2020epigenetic	Komarov2020epigenetic	paper_name
Korkmaz	Korkmaz	first_author
Korkmaz2019crispr	Korkmaz2019crispr	paper_name
Kourtis	Kourtis	first_author
Kourtis2018oncogenic	Kourtis2018oncogenic	paper_name
Kovarik	Kovarik	last_author
Krabiner endogenous -/-	Krabiner endogenous -/-	genotype
Krabiner endogenous -/-; dox-inducible Krabiner DBD mut exogenous (stable)	Krabiner endogenous -/-; dox-inducible Krabiner DBD mut exogenous (stable)	genotype
Krabiner endogenous -/-; dox-inducible Krabiner KRAB mut exogenous (stable)	Krabiner endogenous -/-; dox-inducible Krabiner KRAB mut exogenous (stable)	genotype
Krabiner endogenous -/-; dox-inducible Krabiner exogenous (stable)	Krabiner endogenous -/-; dox-inducible Krabiner exogenous (stable)	genotype
Kraus	Kraus	last_author
Kriaucionis	Kriaucionis	first_author
Kriaucionis2019unpublished	Kriaucionis2019unpublished	paper_name
Kristensen	Kristensen	last_author
Kristjansdottir	Kristjansdottir	first_author
Kristjansdottir2020population	Kristjansdottir2020population	paper_name
Kruesi	Kruesi	first_author
Kruesi2013condensin	Kruesi2013condensin	paper_name
Kubicek	Kubicek	last_author
Kuosmanen	Kuosmanen	first_author
Kuosmanen2018nrf2	Kuosmanen2018nrf2	paper_name
Kuroda	Kuroda	last_author
Kwak	Kwak	first_author
Kwak	Kwak	last_author
Kwak2013precise	Kwak2013precise	paper_name
Kwon	Kwon	first_author
Kwon2017locus	Kwon2017locus	paper_name
LBH589	LBH589	treatment
LBL	lymphoblast	cell_type
LC-2/ad	LC-2/ad	cell_type
LC2/ad	LC-2/ad	cell_type
LG100268	LG100268	treatment
LIF	LIF	treatment
LNCaP	LNCaP	cell_type
LPS	lipopolysaccharide	treatment
LV7 (cdk9as)	LV7 (cdk9as)	strain
Lai	Lai	first_author
Lai2020directed	Lai2020directed	paper_name
Laitem	Laitem	first_author
Laitem2015cdk9	Laitem2015cdk9	paper_name
Lam	Lam	first_author
Lam2013rev	Lam2013rev	paper_name
Lander	Lander	last_author
Larschan	Larschan	first_author
Larschan2011x	Larschan2011x	paper_name
Lauberth	Lauberth	last_author
Lazar	Lazar	last_author
Le	Le	first_author
Le Roch	Le Roch	last_author
Le2013mapping	Le2013mapping	paper_name
Lee	Lee	last_author
Leroy	Leroy	first_author
Leroy2019ledgf	Leroy2019ledgf	paper_name
Leveille	Leveille	first_author
Leveille2015genome	Leveille2015genome	paper_name
Levonen	Levonen	last_author
Li	Li	first_author
Li2013functional	Li2013functional	paper_name
Li2013ncor	Li2013ncor	paper_name
Li2015condensin	Li2015condensin	paper_name
Li2017grid	Li2017grid	paper_name
Li2018lncrna	Li2018lncrna	paper_name
Li2020human	Li2020human	paper_name
Li2020signalosome	Li2020signalosome	paper_name
Li2021comprehensive	Li2021comprehensive	paper_name
Liang	Liang	first_author
Liang2018targeting	Liang2018targeting	paper_name
Lin	Lin	first_author
Lin2012global	Lin2012global	paper_name
Link	Link	first_author
Link2018analysis	Link2018analysis	paper_name
Linna-Kuosmanen	Linna-Kuosmanen	first_author
Linnakuosmanen2020nrf2	Linnakuosmanen2020nrf2	paper_name
Lis	Lis	last_author
Liu	Liu	first_author
Liu	Liu	last_author
Liu2013brd4	Liu2013brd4	paper_name
Liu2014enhancer	Liu2014enhancer	paper_name
Liu2017dynamic	Liu2017dynamic	paper_name
Liu2017identification	Liu2017identification	paper_name
Liu2017transcriptional	Liu2017transcriptional	paper_name
Liu2018arabidopsis	Liu2018arabidopsis	paper_name
Liu2018rna-directed	Liu2018rna-directed	paper_name
Liu2020immediate	Liu2020immediate	paper_name
Liu2021transcription	Liu2021transcription	paper_name
Ljungman	Ljungman	last_author
Lloret-Llinares	Lloret-Llinares	first_author
Lloret-llinares2018rna	Lloret-llinares2018rna	paper_name
Lodish	Lodish	last_author
Lohi	Lohi	last_author
Lozano	Lozano	first_author
Lozano2018rna	Lozano2018rna	paper_name
Lsd1 exon 8a fl/fl	Lsd1 exon 8a fl/fl	genotype
Lsd1 exon 8a fl/fl; Nestin-Cre	Lsd1 exon 8a fl/fl; Nestin-Cre	genotype
Lu	Lu	first_author
Lu2017nascent	Lu2017nascent	paper_name
Luciferase/GFP/NeoR	Luciferase/GFP/NeoR	spikein
Luciferase/Gal4/NeoR/GFP	Luciferase/Gal4/NeoR/GFP	spikein
Luo	Luo	first_author
Luo2014dynamic	Luo2014dynamic	paper_name
Ly 1	Ly-1	cell_type
Ly1	Ly-1	cell_type
M esculenta	M. esculenta	organism
M mulatta	M. mulatta	organism
M musculus	M. musculus	organism
M velifer	M. velifer	organism
M. esculenta	M. esculenta	organism
M. mulatta	M. mulatta	organism
M. musculus	M. musculus	organism
M. musculus	M. musculus	spikein
M. velifer	M. velifer	organism
MCF-10A	MCF10A	cell_type
MCF-7	MCF7	cell_type
MCF10-A	MCF10A	cell_type
MCF10A	MCF10A	cell_type
MCF7	MCF7	cell_type
MDA-MB-231	MDA-MB-231	cell_type
MDA-MB-361	MDA-MB-361	cell_type
MDA-MB-436	MDA-MB-436	cell_type
MDA-MB-468	MDA-MB-468	cell_type
MDA-MB231	MDA-MB-231	cell_type
MDA-MB361	MDA-MB-361	cell_type
MDA-MB436	MDA-MB-436	cell_type
MDA-MB468	MDA-MB-468	cell_type
MDAMB-231	MDA-MB-231	cell_type
MDAMB-361	MDA-MB-361	cell_type
MDAMB-436	MDA-MB-436	cell_type
MDAMB-468	MDA-MB-468	cell_type
MDAMB231	MDA-MB-231	cell_type
MDAMB361	MDA-MB-361	cell_type
MDAMB436	MDA-MB-436	cell_type
MDAMB468	MDA-MB-468	cell_type
MEF	MEF	cell_type
MEL-624	MEL624	cell_type
MEL624	MEL624	cell_type
MEv6	MEv6	genome_build
MHT	MHT	cell_type
ML-DmBG3-c2	ML-DmBG3-c2	cell_type
MRC-5	MRC5	cell_type
MRC-5-VA	MRC5VA	cell_type
MRC-5VA	MRC5VA	cell_type
MRC5	MRC5	cell_type
MRC5-VA	MRC5VA	cell_type
MRC5VA	MRC5VA	cell_type
MS-417	MS417	treatment
MS340 (mcs6as5)	MS340 (mcs6as5)	strain
MS417	MS417	treatment
MV(4;11)	MV4-11	cell_type
MV-4-11	MV4-11	cell_type
MV4-11	MV4-11	cell_type
MV411	MV4-11	cell_type
Ma	Ma	first_author
Ma2020super	Ma2020super	paper_name
Magnuson	Magnuson	first_author
Magnuson2015identifying	Magnuson2015identifying	paper_name
Mahat	Mahat	first_author
Mahat2016mammalian	Mahat2016mammalian	paper_name
Malinen	Malinen	first_author
Malinen2017crosstalk	Malinen2017crosstalk	paper_name
Mannervik	Mannervik	last_author
Marazzi	Marazzi	first_author
Marazzi	Marazzi	last_author
Marazzi2012suppression	Marazzi2012suppression	paper_name
Marsico	Marsico	last_author
Mayer	Mayer	first_author
Mayer2015native	Mayer2015native	paper_name
Mckinlay	Mckinlay	first_author
Mckinlay2011genome	Mckinlay2011genome	paper_name
MeOH	methanol	treatment
Mecp2 -/Y	Mecp2 -/Y	genotype
Mecp2 R106W Tavi-tag	Mecp2 R106W Tavi-tag	genotype
Mecp2 R306C/Y	Mecp2 R306C/Y	genotype
Mecp2 Tavi-tag	Mecp2 Tavi-tag	genotype
Med14 dTAG-inducible degron	Med14 dTAG-inducible degron	genotype
Med26 mut	Med26 mut	genotype
Meier	Meier	last_author
Meng	Meng	first_author
Meng2014convergent	Meng2014convergent	paper_name
Merkenschlager	Merkenschlager	last_author
Meyer	Meyer	last_author
MeyersWallen	MeyersWallen	first_author
Meyerswallen2017xx	Meyerswallen2017xx	paper_name
Mhd3 -/-	Mhd3 -/-	genotype
Miller	Miller	first_author
Miller2015senataxin	Miller2015senataxin	paper_name
Milne	Milne	last_author
Min	Min	first_author
Min2011regulating	Min2011regulating	paper_name
Mll2 -/-; shRNA Cxxc1 (stable)	Mll2 -/-; shRNA Cxxc1 (stable)	genotype
Mll2 -/-; shRNA control (stable)	Mll2 -/-; shRNA control (stable)	genotype
Mll2 fl/fl; tamoxifen-inducible Cre	Mll2 fl/fl; tamoxifen-inducible Cre	genotype
Mochizuki	Mochizuki	last_author
Mock infection	Mock infection	treatment
Mohn	Mohn	first_author
Mohn2014rhino	Mohn2014rhino	paper_name
Moreau	Moreau	first_author
Moreau2018transcriptional	Moreau2018transcriptional	paper_name
Moskowitz	Moskowitz	last_author
Mostoslavsky	Mostoslavsky	last_author
Mukai	Mukai	first_author
Mukai2020chromatin	Mukai2020chromatin	paper_name
Murakami	Murakami	first_author
Murakami2017dynamic	Murakami2017dynamic	paper_name
Murphy	Murphy	last_author
Murre	Murre	last_author
Myc Wdr5-interaction-defective fl/fl; tamoxifen-inducible Cre	Myc Wdr5-interaction-defective fl/fl; tamoxifen-inducible Cre	genotype
Myc fl/fl	Myc fl/fl	genotype
Myc fl/fl; tamoxifen-inducible Cre/+	Myc fl/fl; tamoxifen-inducible Cre/+	genotype
Myc truncation fl/fl; tamoxifen-inducible Cre	Myc truncation fl/fl; tamoxifen-inducible Cre	genotype
Myc-HA fl/fl; tamoxifen-inducible Cre	Myc-HA fl/fl; tamoxifen-inducible Cre	genotype
MyoD -/-	MyoD -/-	genotype
N2	N2	strain
N2a	N2a	cell_type
NCoR fl/fl	NCoR fl/fl	genotype
NCoR fl/fl; LysM-Cre +/-	NCoR fl/fl; LysM-Cre +/-	genotype
NET seq	NET-seq	protocol
NET-seq	NET-seq	protocol
NETseq	NET-seq	protocol
NF54	NF54	strain
NHA	NHA	cell_type
NOD/ShiLtJ	NOD/ShiLtJ	strain
NSPC	NSPC	cell_type
NTera2	NTera2/D1	cell_type
NTera2/D1	NTera2/D1	cell_type
NUDUL1	NUDUL1	cell_type
NVP 2	NVP2	treatment
NVP-2	NVP2	treatment
NVP2	NVP2	treatment
Nagy	Nagy	last_author
Nair	Nair	first_author
Nair2019phase	Nair2019phase	paper_name
Nalm-6	Nalm6	cell_type
Nalm6	Nalm6	cell_type
Nase 3	Nase 3	strain
Nedd4 exonic antisense oligonucleotide 2	Nedd4 exonic antisense oligonucleotide 2	treatment
Nedd4 exonic antisense oligonucleotide 3	Nedd4 exonic antisense oligonucleotide 3	treatment
Nedd4 intronic antisense oligonucleotide 2	Nedd4 intronic antisense oligonucleotide 2	treatment
NelfB -/-	NelfB -/-	genotype
Nelson	Nelson	first_author
Nelson2018ppar	Nelson2018ppar	paper_name
Ngoc2017human	Ngoc2017human	paper_name
Nguyen	Nguyen	first_author
Nguyen2020dichotomous	Nguyen2020dichotomous	paper_name
Nilson	Nilson	first_author
Nilson2017oxidative	Nilson2017oxidative	paper_name
Niskanen	Niskanen	first_author
Niskanen2015global	Niskanen2015global	paper_name
Niskanen2018endothelial	Niskanen2018endothelial	paper_name
Nojima	Nojima	first_author
Nojima2015mammalian	Nojima2015mammalian	paper_name
Nrpd1 mut	Nrpd1 mut	genotype
Nrpd1 mut; Nrpe1 mut	Nrpd1 mut; Nrpe1 mut	genotype
Nrpe1 mut	Nrpe1 mut	genotype
OA-NO2	nitro-octadec-9-enoic acid	treatment
OCI-LY1	OCI-LY1	cell_type
OCILY1	OCILY1	cell_type
Oh	Oh	first_author
Oh2021enhancer	Oh2021enhancer	paper_name
Ohler	Ohler	last_author
Ohlsson	Ohlsson	last_author
Oittinen	Oittinen	first_author
Oittinen2017polycomb	Oittinen2017polycomb	paper_name
Olefsky	Olefsky	last_author
Oliviero	Oliviero	last_author
Orioli	Orioli	first_author
Orioli2016human	Orioli2016human	paper_name
Orkin	Orkin	last_author
P falciparum	P. falciparum	organism
P troglodytes	P. troglodytes	organism
P. falciparum	P. falciparum	organism
P. troglodytes	P. troglodytes	organism
PBS	PBS	treatment
PCT 7134	PCT 7134	cell_type
PCT-7134	PCT 7134	cell_type
PCT7134	PCT 7134	cell_type
PD 0325901	PD0325901	treatment
PD-0325901	PD0325901	treatment
PD0325901	PD0325901	treatment
PFA	phosphonoformic acid	treatment
PJ 34	PJ34	treatment
PJ-34	PJ34	treatment
PJ34	PJ34	treatment
PMA	phorbol myristate acetate	treatment
PP185 (cdk9as dis2-11)	PP185 (cdk9as dis2-11)	strain
PP20 (cdk9as lsk1as)	PP20 (cdk9as lsk1as)	strain
PP23 (cdk9as mcs6as5)	PP23 (cdk9as mcs6as5)	strain
PRO cap	PRO-cap	protocol
PRO seq	PRO-seq	protocol
PRO-cap	PRO-cap	protocol
PRO-seq	PRO-seq	protocol
PROcap	PRO-cap	protocol
PROseq	PRO-seq	protocol
PU.1 -/-	PU.1 -/-	genotype
PU.1 -/-; tamoxifen-inducible PU.1 exogenous (stable)	PU.1 -/-; tamoxifen-inducible PU.1 exogenous (stable)	genotype
PWK/PhJ	PWK/PhJ	strain
Paf1 -/-; dox-inducible Paf1 exogenous (stable)	Paf1 -/-; dox-inducible Paf1 exogenous (stable)	genotype
Palvimo	Palvimo	last_author
Parida	Parida	first_author
Parida2019nucleotide	Parida2019nucleotide	paper_name
Parikh	Parikh	first_author
Parikh2018critical	Parikh2018critical	paper_name
Park	Park	first_author
Park2020global	Park2020global	paper_name
Parua	Parua	first_author
Parua2018cdk9-pp1	Parua2018cdk9-pp1	paper_name
Patel	Patel	first_author
Patel2020robust	Patel2020robust	paper_name
Pcif1 -/-	Pcif1 -/-	genotype
Perissi	Perissi	last_author
Perreault	Perreault	first_author
Perreault2019epigenetic	Perreault2019epigenetic	paper_name
Peters	Peters	last_author
Pfalci	Pfalci	genome_build
Phanstiel	Phanstiel	first_author
Phanstiel2017static	Phanstiel2017static	paper_name
Plasmodium	P. falciparum	organism
Price	Price	last_author
Proudfoot	Proudfoot	last_author
Puc	Puc	first_author
Puc2015ligand	Puc2015ligand	paper_name
P{GAL4::VP16-nos.UTR}CG6325MVD1/P{y[+t7.7] v[+t1.8]=TRiP.GL00054}attP2	P{GAL4::VP16-nos.UTR}CG6325MVD1/P{y[+t7.7] v[+t1.8]=TRiP.GL00054}attP2	genotype
Qi	Qi	last_author
R norvegicus	R. norvegicus	organism
R. norvegicus	R. norvegicus	organism
R1881	R1881	treatment
R64-1-1	R64-1-1	genome_build
RAW-264.7	RAW264.7	cell_type
RAW264.7	RAW264.7	cell_type
REH	REH	cell_type
RELN	reelin	treatment
RGFP 966	RGFP966	treatment
RGFP-966	RGFP966	treatment
RGFP966	RGFP966	treatment
RMG-1	RMG1	cell_type
RMG1	RMG1	cell_type
RNAi L4440 control	RNAi L4440 control	construct
RNAi Nelf	RNAi Nelf	construct
RNAi control	RNAi control	construct
RNAi sdc-2	RNAi sdc-2	construct
RPMI/B27	RPMI/B27	treatment
Rad21 +/+; tamoxifen-inducible Cre/+	Rad21 +/+; tamoxifen-inducible Cre/+	genotype
Rad21 auxin-inducible degron	Rad21 auxin-inducible degron	genotype
Rad21 fl/fl; tamoxifen-inducible Cre/+	Rad21 fl/fl; tamoxifen-inducible Cre/+	genotype
Rag1 -/-	Rag1 -/-	genotype
Rag1 -/-; Emu-Bcl2 +	Rag1 -/-; Emu-Bcl2 +	genotype
Rag1 -/-; Emu-Bcl2 +; CTCF auxin-inducible degron	Rag1 -/-; Emu-Bcl2 +; CTCF auxin-inducible degron	genotype
Rag1 -/-; Emu-Bcl2 +; Rad21 auxin-inducible degron	Rag1 -/-; Emu-Bcl2 +; Rad21 auxin-inducible degron	genotype
Rag1 -/-; Emu-Bcl2 +; dox-inducible Wapl auxin-inducible degron	Rag1 -/-; Emu-Bcl2 +; dox-inducible Wapl auxin-inducible degron	genotype
Rag1 -/-; Igh VH inversion	Rag1 -/-; Igh VH inversion	genotype
Rag2 -/-	Rag2 -/-	genotype
Rahnamoun	Rahnamoun	first_author
Rahnamoun2017mutant	Rahnamoun2017mutant	paper_name
Ramaswamy	Ramaswamy	last_author
Ramos	Ramos	cell_type
Ramos B cell	Ramos	cell_type
Ramos B-cell	Ramos	cell_type
Rao	Rao	first_author
Rao2017cohesin	Rao2017cohesin	paper_name
Rbfox2 -/-	Rbfox2 -/-	genotype
Reinberg	Reinberg	last_author
Ren	Ren	last_author
Rev-erb-alpha -/-	Rev-erb-alpha -/-	genotype
Rev-erb-alpha fl/fl; Rev-erb-beta fl/fl	Rev-erb-alpha fl/fl; Rev-erb-beta fl/fl	genotype
Rev-erb-alpha fl/fl; Rev-erb-beta fl/fl; Tie2-Cre	Rev-erb-alpha fl/fl; Rev-erb-beta fl/fl; Tie2-Cre	genotype
Rhodesian ridgeback	Rhodesian ridgeback	strain
Rigo	Rigo	last_author
Robbiani	Robbiani	last_author
Rora fl/fl; Rorc fl/fl; AAV-TBG-Cre	Rora fl/fl; Rorc fl/fl; AAV-TBG-Cre	genotype
Rosbash	Rosbash	last_author
Rosenfeld	Rosenfeld	last_author
Rozhkov	Rozhkov	first_author
Rozhkov2013multiple	Rozhkov2013multiple	paper_name
RpII215 G3973A	RpII215 G3973A	genotype
Rpb1 H1108Y	Rpb1 H1108Y	construct
Rpb1 R749H	Rpb1 R749H	construct
Rpd1 -/-	Rpd1 -/-	genotype
S Cerevisiae	S. Cerevisiae	organism
S pombe	S. pombe	organism
S scrofa	S. scrofa	organism
S. cerevisiae	S. cerevisiae	organism
S. cerevisiae	S. cerevisiae	spikein
S. frugiperda	S. frugiperda	spikein
S. pombe	S. pombe	organism
S. pombe	S. pombe	spikein
S. scrofa	S. scrofa	organism
S2	S2	cell_type
S2-VP10	S2VP10	cell_type
S2VP10	S2VP10	cell_type
SA -/-	SA -/-	genotype
SD-70	SD70	treatment
SD70	SD70	treatment
SEM	SEM	cell_type
SHEP	SHEP	cell_type
SIRV Set 3	SIRV Set 3	spikein
SJSA	SJSA	cell_type
SJSA-1	SJSA	cell_type
SJSA1	SJSA	cell_type
SK-BR-3	SKBR3	cell_type
SKBR-3	SKBR3	cell_type
SKBR3	SKBR3	cell_type
SKOV-3	SKOV3	cell_type
SKOV3	SKOV3	cell_type
SPRET/EiJ	SPRET/EiJ	strain
SRM497904	SRM497904	sample_name
SRM497907	SRM497907	sample_name
SRM497911	SRM497911	sample_name
SRM497912	SRM497912	sample_name
SRM497914	SRM497914	sample_name
SRM497917	SRM497917	sample_name
SRR014283	SRR014283	srr
SRR014284	SRR014284	srr
SRR014285	SRR014285	srr
SRR014286	SRR014286	srr
SRR014287	SRR014287	srr
SRR064988	SRR064988	srr
SRR064989	SRR064989	srr
SRR064990	SRR064990	srr
SRR064991	SRR064991	srr
SRR064992	SRR064992	srr
SRR064993	SRR064993	srr
SRR064994	SRR064994	sample_name
SRR064994	SRR064994	srr
SRR064995	SRR064995	srr
SRR064996	SRR064996	srr
SRR065240	SRR065240	sample_name
SRR065240	SRR065240	srr
SRR065241	SRR065241	sample_name
SRR065241	SRR065241	srr
SRR073008	SRR073008	srr
SRR073009	SRR073009	srr
SRR073010	SRR073010	sample_name
SRR073010	SRR073010	srr
SRR073011	SRR073011	srr
SRR073012	SRR073012	srr
SRR073013	SRR073013	srr
SRR073014	SRR073014	srr
SRR073015	SRR073015	srr
SRR073016	SRR073016	srr
SRR073017	SRR073017	srr
SRR073018	SRR073018	srr
SRR073019	SRR073019	srr
SRR073020	SRR073020	srr
SRR073021	SRR073021	srr
SRR073022	SRR073022	srr
SRR091798	SRR091798	sample_name
SRR091798	SRR091798	srr
SRR097854	SRR097854	srr
SRR097855	SRR097855	srr
SRR097856	SRR097856	srr
SRR097857	SRR097857	srr
SRR097858	SRR097858	srr
SRR097859	SRR097859	srr
SRR097860	SRR097860	srr
SRR097861	SRR097861	srr
SRR097862	SRR097862	sample_name
SRR097862	SRR097862	srr
SRR097863	SRR097863	sample_name
SRR097863	SRR097863	srr
SRR097864	SRR097864	sample_name
SRR097864	SRR097864	srr
SRR10004434	SRR10004434	srr
SRR10004435	SRR10004435	srr
SRR10004436	SRR10004436	srr
SRR10004437	SRR10004437	srr
SRR10004438	SRR10004438	srr
SRR10004439	SRR10004439	srr
SRR10004440	SRR10004440	srr
SRR10004441	SRR10004441	srr
SRR10004442	SRR10004442	srr
SRR10004443	SRR10004443	srr
SRR10004444	SRR10004444	srr
SRR10004445	SRR10004445	srr
SRR10063517	SRR10063517	sample_name
SRR10063517	SRR10063517	srr
SRR10063518	SRR10063518	sample_name
SRR10063518	SRR10063518	srr
SRR10063519	SRR10063519	sample_name
SRR10063519	SRR10063519	srr
SRR10063520	SRR10063520	sample_name
SRR10063520	SRR10063520	srr
SRR10063521	SRR10063521	sample_name
SRR10063521	SRR10063521	srr
SRR10063522	SRR10063522	sample_name
SRR10063522	SRR10063522	srr
SRR10063523	SRR10063523	sample_name
SRR10063523	SRR10063523	srr
SRR10063524	SRR10063524	sample_name
SRR10063524	SRR10063524	srr
SRR10063525	SRR10063525	sample_name
SRR10063525	SRR10063525	srr
SRR10063526	SRR10063526	sample_name
SRR10063526	SRR10063526	srr
SRR10063527	SRR10063527	sample_name
SRR10063527	SRR10063527	srr
SRR10063528	SRR10063528	sample_name
SRR10063528	SRR10063528	srr
SRR10063529	SRR10063529	sample_name
SRR10063529	SRR10063529	srr
SRR10063530	SRR10063530	sample_name
SRR10063530	SRR10063530	srr
SRR10063531	SRR10063531	sample_name
SRR10063531	SRR10063531	srr
SRR10063532	SRR10063532	sample_name
SRR10063532	SRR10063532	srr
SRR10063533	SRR10063533	sample_name
SRR10063533	SRR10063533	srr
SRR10063534	SRR10063534	sample_name
SRR10063534	SRR10063534	srr
SRR10063535	SRR10063535	sample_name
SRR10063535	SRR10063535	srr
SRR10063536	SRR10063536	sample_name
SRR10063536	SRR10063536	srr
SRR10063537	SRR10063537	sample_name
SRR10063537	SRR10063537	srr
SRR10063540	SRR10063540	sample_name
SRR10063540	SRR10063540	srr
SRR10063541	SRR10063541	sample_name
SRR10063541	SRR10063541	srr
SRR10063544	SRR10063544	sample_name
SRR10063544	SRR10063544	srr
SRR10063545	SRR10063545	sample_name
SRR10063545	SRR10063545	srr
SRR10063548	SRR10063548	sample_name
SRR10063548	SRR10063548	srr
SRR10067473	SRR10067473	sample_name
SRR10067473	SRR10067473	srr
SRR10067474	SRR10067474	sample_name
SRR10067474	SRR10067474	srr
SRR10067475	SRR10067475	sample_name
SRR10067475	SRR10067475	srr
SRR10067476	SRR10067476	sample_name
SRR10067476	SRR10067476	srr
SRR10067477	SRR10067477	sample_name
SRR10067477	SRR10067477	srr
SRR10067478	SRR10067478	sample_name
SRR10067478	SRR10067478	srr
SRR10067479	SRR10067479	sample_name
SRR10067479	SRR10067479	srr
SRR10067480	SRR10067480	sample_name
SRR10067480	SRR10067480	srr
SRR1015583	SRR1015583	sample_name
SRR1015583	SRR1015583	srr
SRR1015584	SRR1015584	sample_name
SRR1015584	SRR1015584	srr
SRR1015585	SRR1015585	sample_name
SRR1015585	SRR1015585	srr
SRR1015586	SRR1015586	sample_name
SRR1015586	SRR1015586	srr
SRR1015587	SRR1015587	sample_name
SRR1015587	SRR1015587	srr
SRR1015588	SRR1015588	sample_name
SRR1015588	SRR1015588	srr
SRR1015589	SRR1015589	sample_name
SRR1015589	SRR1015589	srr
SRR1015590	SRR1015590	sample_name
SRR1015590	SRR1015590	srr
SRR1015591	SRR1015591	sample_name
SRR1015591	SRR1015591	srr
SRR1015592	SRR1015592	sample_name
SRR1015592	SRR1015592	srr
SRR1015593	SRR1015593	sample_name
SRR1015593	SRR1015593	srr
SRR1015594	SRR1015594	sample_name
SRR1015594	SRR1015594	srr
SRR10282967	SRR10282967	sample_name
SRR10282967	SRR10282967	srr
SRR10282968	SRR10282968	sample_name
SRR10282968	SRR10282968	srr
SRR10298307	SRR10298307	sample_name
SRR10298307	SRR10298307	srr
SRR10298308	SRR10298308	sample_name
SRR10298308	SRR10298308	srr
SRR10298309	SRR10298309	sample_name
SRR10298309	SRR10298309	srr
SRR10298310	SRR10298310	sample_name
SRR10298310	SRR10298310	srr
